ASN	NumberofUsers	Country	%ofCountry
210286	809	RU	0.0
51371	808	AM	0.06
46664	808	US	0.0
397582	808	US	0.0
393256	808	US	0.0
270898	807	BR	0.0
271063	807	BR	0.0
270356	807	BR	0.0
262843	807	BR	0.0
197743	806	UA	0.0
34949	806	FR	0.0
42782	806	UA	0.0
9003	806	FR	0.0
55303	805	MY	0.0
12685	805	RU	0.0
198774	805	RU	0.0
209892	805	PL	0.0
72	805	MY	0.0
205060	805	RU	0.0
131757	804	ID	0.0
393456	804	US	0.0
60857	804	BY	0.01
55028	804	US	0.0
54650	804	US	0.0
32720	804	US	0.0
25820	804	NL	0.01
204011	804	SA	0.0
15215	804	US	0.0
33402	804	US	0.0
33467	804	US	0.0
25851	804	US	0.0
40413	804	US	0.0
13690	804	US	0.0
52808	804	BR	0.0
38398	803	KR	0.0
198865	802	PL	0.0
210148	802	ES	0.0
133169	802	MY	0.0
38313	802	BD	0.0
49502	801	RU	0.0
45407	801	KR	0.0
201302	801	RU	0.0
132599	801	KH	0.04
132567	801	IN	0.0
394858	800	US	0.0
47881	800	ME	0.21
54883	800	US	0.0
53907	800	US	0.0
2939	800	US	0.0
134635	800	ID	0.0
13410	800	US	0.0
40729	800	US	0.0
266655	800	CL	0.01
269918	800	VE	0.0
265696	799	CO	0.0
210092	799	UA	0.0
45847	799	TH	0.0
265046	799	BR	0.0
62103	799	NL	0.0
61449	798	AR	0.0
60770	798	BY	0.01
133605	798	BD	0.0
35512	798	RO	0.01
60909	798	RO	0.01
205604	798	PL	0.0
50172	797	FR	0.0
209695	797	RU	0.0
136205	797	MM	0.06
136692	797	IN	0.0
47111	797	RU	0.0
44627	797	RU	0.0
39623	797	UA	0.0
4185	796	US	0.0
19368	796	US	0.0
398230	796	US	0.0
11649	796	US	0.0
262512	796	BR	0.0
269709	796	BR	0.0
22739	796	US	0.0
31770	796	US	0.0
17135	796	US	0.0
19179	796	US	0.0
22418	796	US	0.0
13070	795	LV	0.05
201234	795	ES	0.0
25500	795	UA	0.0
51426	795	PL	0.0
9962	795	KR	0.0
134029	794	IN	0.0
133706	794	IN	0.0
136907	794	MX	0.0
136311	794	IN	0.0
268957	793	BR	0.0
269158	793	BR	0.0
57874	793	RU	0.0
269328	793	BR	0.0
51437	793	RU	0.0
20105	792	US	0.0
264769	792	AR	0.0
22918	792	US	0.0
63888	792	US	0.0
34279	792	RO	0.01
59159	792	ID	0.0
55672	792	ID	0.0
34990	792	UA	0.0
396116	792	US	0.0
199965	792	PL	0.0
55077	792	US	0.0
35661	792	FR	0.0
50903	792	FR	0.0
61205	792	FR	0.0
40720	792	US	0.0
12211	792	US	0.0
269911	792	AR	0.0
20623	792	IL	0.01
23714	792	KR	0.0
29434	791	TR	0.0
271184	790	BR	0.0
271183	790	BR	0.0
264276	790	BR	0.0
270852	790	BR	0.0
28886	790	LV	0.05
205420	789	UA	0.0
207058	789	ES	0.0
50856	789	UA	0.0
267815	789	AR	0.0
139237	789	NP	0.02
44653	789	KZ	0.01
6453	788	BH	0.05
61203	788	PL	0.0
31801	788	US	0.0
19564	788	US	0.0
46556	788	US	0.0
202943	788	MD	0.04
47213	788	RU	0.0
208817	788	PL	0.0
269987	787	AR	0.0
268091	787	BR	0.0
263930	787	BR	0.0
268587	787	BR	0.0
271224	787	BR	0.0
139951	787	ID	0.0
15580	786	SG	0.02
35442	786	UA	0.0
13182	786	IT	0.0
27870	785	AR	0.0
62585	784	US	0.0
18023	784	KR	0.0
42740	784	RU	0.0
33686	784	US	0.0
203447	784	UA	0.0
56274	784	US	0.0
19641	784	US	0.0
396447	784	US	0.0
50488	784	RU	0.0
20698	784	RU	0.0
49736	784	RU	0.0
43146	784	RU	0.0
27261	784	US	0.0
44246	784	LT	0.04
132246	783	PH	0.0
197922	783	FR	0.0
137145	783	IN	0.0
43958	783	EE	0.07
36941	783	MA	0.0
132653	783	ID	0.0
60219	782	PL	0.0
34424	782	PL	0.0
50138	782	MD	0.04
264654	782	CR	0.03
19773	782	SG	0.02
36351	781	KR	0.0
48637	781	UA	0.0
267598	781	BR	0.0
267976	781	BR	0.0
263597	781	BR	0.0
396892	780	US	0.0
10561	780	US	0.0
18723	780	SG	0.02
19510	780	US	0.0
16701	780	AR	0.0
39719	780	IT	0.0
31791	780	US	0.0
18709	780	US	0.0
17444	780	HK	0.01
393938	780	US	0.0
393753	780	US	0.0
141010	780	BD	0.0
62282	780	RU	0.0
197042	779	TR	0.0
60831	779	PL	0.0
205808	779	BG	0.02
57237	779	BG	0.02
44203	778	RO	0.01
27742	778	GT	0.02
2280	778	FR	0.0
270917	778	BR	0.0
207400	776	US	0.0
44408	776	RU	0.0
26328	776	US	0.0
55025	776	US	0.0
21854	776	US	0.0
44276	776	RU	0.0
22284	776	US	0.0
40676	776	KR	0.0
395855	776	US	0.0
135923	776	VN	0.0
11127	776	US	0.0
14550	776	US	0.0
14135	776	US	0.0
198325	776	TR	0.0
43429	776	RU	0.0
265264	775	BR	0.0
36492	775	TH	0.0
134324	775	IN	0.0
268115	775	BR	0.0
55536	774	HK	0.01
197523	774	HU	0.01
43976	774	IT	0.0
205132	773	BG	0.02
137047	773	PK	0.0
38395	773	KR	0.0
54911	772	US	0.0
3738	772	US	0.0
131642	772	TW	0.0
212698	772	RU	0.0
6522	772	US	0.0
41446	772	RU	0.0
268140	772	BR	0.0
131262	772	IN	0.0
14797	772	US	0.0
24985	772	PL	0.0
64012	772	BD	0.0
22324	772	US	0.0
52927	772	BR	0.0
14438	772	US	0.0
25534	772	KZ	0.01
269262	772	BR	0.0
43260	772	TR	0.0
54478	772	US	0.0
203	772	US	0.0
136052	771	ID	0.0
52344	771	AW	0.83
7018	771	PR	0.03
24334	771	HK	0.01
2687	770	SG	0.02
7629	770	PH	0.0
269098	769	BR	0.0
24879	769	PL	0.0
270897	769	BR	0.0
8140	769	MX	0.0
270630	769	BR	0.0
209276	769	PL	0.0
26104	769	BR	0.0
264540	769	BR	0.0
198216	769	PL	0.0
43057	769	ES	0.0
37185	768	ZM	0.02
13651	768	US	0.0
50302	768	BG	0.02
2734	768	US	0.0
30664	768	US	0.0
27271	768	US	0.0
30035	768	US	0.0
132587	768	IN	0.0
131765	768	ID	0.0
61368	767	RU	0.0
25292	767	RU	0.0
270110	767	MX	0.0
60243	766	PL	0.0
266818	766	CL	0.01
270741	766	BR	0.0
18153	766	ID	0.0
9833	766	HK	0.01
209858	766	ES	0.0
263202	765	CO	0.0
38434	765	KR	0.0
209986	765	HU	0.01
60798	765	IT	0.0
11231	764	US	0.0
16171	764	IE	0.02
140127	764	IN	0.0
46841	764	US	0.0
262204	764	SV	0.03
14241	764	US	0.0
140906	764	BD	0.0
7183	764	US	0.0
10411	764	US	0.0
50228	763	RU	0.0
57595	763	RS	0.02
270471	763	BR	0.0
48720	763	RU	0.0
34580	763	RU	0.0
328191	763	PT	0.01
44053	763	RU	0.0
207405	762	ES	0.0
35406	761	UA	0.0
394979	760	US	0.0
40608	760	US	0.0
6595	760	US	0.0
14298	760	US	0.0
61913	760	BR	0.0
22415	760	US	0.0
23520	760	US	0.0
15458	760	UA	0.0
18045	760	TW	0.0
61846	760	BR	0.0
268096	760	BR	0.0
52615	760	BR	0.0
8888	759	RU	0.0
210075	759	PL	0.0
5433	759	RU	0.0
202858	759	PL	0.0
15937	759	ES	0.0
17671	758	ID	0.0
35995	757	US	0.0
264615	757	CR	0.03
2722	757	US	0.0
32123	757	US	0.0
393819	757	US	0.0
52978	757	BR	0.0
30067	757	US	0.0
212986	757	AL	0.04
270862	757	BR	0.0
18602	757	US	0.0
46491	757	US	0.0
397016	757	US	0.0
27451	757	US	0.0
702	757	IE	0.02
5050	757	US	0.0
267640	757	BR	0.0
270703	757	BR	0.0
262873	757	BR	0.0
394197	757	US	0.0
61262	757	US	0.0
140879	757	BD	0.0
37232	756	GH	0.01
44302	756	HU	0.01
39281	756	ES	0.0
208617	756	ES	0.0
8291	755	RU	0.0
42577	755	RU	0.0
266813	755	AR	0.0
131713	755	ID	0.0
47566	755	RU	0.0
62247	755	RU	0.0
270245	754	BR	0.0
270805	754	BR	0.0
266053	754	BR	0.0
56315	753	IN	0.0
200811	753	US	0.0
397893	753	US	0.0
30337	753	US	0.0
22527	753	US	0.0
1843	753	US	0.0
135835	753	IN	0.0
54468	753	US	0.0
11142	753	US	0.0
201990	752	PL	0.0
202478	752	PL	0.0
204107	751	IT	0.0
202984	751	RU	0.0
270502	751	BR	0.0
196691	751	RU	0.0
271017	751	BR	0.0
10166	751	KR	0.0
57119	751	FR	0.0
265554	750	MX	0.0
138481	749	US	0.0
14220	749	US	0.0
62622	749	US	0.0
27902	749	EC	0.01
46359	749	US	0.0
18888	749	US	0.0
62637	749	US	0.0
54973	749	US	0.0
19661	749	US	0.0
21651	749	US	0.0
34511	749	ES	0.0
394625	749	US	0.0
26463	749	US	0.0
54706	749	US	0.0
266347	748	BR	0.0
266984	748	BR	0.0
207693	748	HU	0.01
328258	747	SL	0.4
24588	747	RU	0.0
198605	746	SK	0.02
206282	746	PL	0.0
199787	746	PL	0.0
137617	746	IN	0.0
209817	746	PL	0.0
202971	746	PL	0.0
52145	746	PS	0.02
13431	745	US	0.0
32974	745	US	0.0
29706	745	US	0.0
31812	745	US	0.0
265581	745	MX	0.0
267483	745	BR	0.0
35860	745	US	0.0
270312	745	BR	0.0
11471	745	US	0.0
7754	745	US	0.0
7328	745	US	0.0
19982	745	US	0.0
2687	745	US	0.0
19153	745	US	0.0
131365	744	VN	0.0
202463	743	BG	0.02
17863	743	KR	0.0
199981	743	PL	0.0
38690	743	KR	0.0
38142	742	ID	0.0
267189	742	BR	0.0
268310	742	BR	0.0
5468	742	RU	0.0
271001	742	BR	0.0
265737	742	AR	0.0
267151	742	BR	0.0
268072	742	BR	0.0
208129	742	RU	0.0
10881	742	BR	0.0
134966	741	PH	0.0
135553	741	MY	0.0
4597	741	US	0.0
19528	741	US	0.0
26803	741	US	0.0
201642	741	BG	0.02
39230	740	UA	0.0
133191	739	BD	0.0
203917	739	BG	0.02
206268	739	ES	0.0
49058	738	RU	0.0
39604	738	RU	0.0
50626	738	RU	0.0
8917	738	MD	0.04
13259	738	RU	0.0
394868	737	US	0.0
32432	737	US	0.0
54996	737	US	0.0
62600	737	US	0.0
49589	737	UA	0.0
2496	737	US	0.0
62724	737	US	0.0
38286	737	KH	0.04
21673	737	US	0.0
22048	737	US	0.0
26026	737	US	0.0
12847	736	LV	0.05
266186	736	BR	0.0
269329	736	BR	0.0
269701	736	BR	0.0
269660	736	BR	0.0
9847	735	KR	0.0
209546	734	RU	0.0
34418	734	TR	0.0
138279	734	IN	0.0
139528	734	IN	0.0
30437	734	IN	0.0
21332	734	RU	0.0
137150	734	IN	0.0
41722	734	RU	0.0
39360	734	RU	0.0
131749	734	ID	0.0
58241	734	RU	0.0
27487	733	US	0.0
213399	733	ES	0.0
22319	733	US	0.0
15196	733	US	0.0
1414	733	US	0.0
263303	733	BR	0.0
5048	733	US	0.0
52917	733	BR	0.0
268911	733	BR	0.0
38150	733	ID	0.0
6075	733	US	0.0
264189	733	BR	0.0
3428	733	US	0.0
26862	733	US	0.0
396061	733	US	0.0
269988	732	CL	0.01
34060	732	RO	0.01
42195	732	UA	0.0
15929	732	UA	0.0
139478	731	IN	0.0
197769	731	BG	0.02
131299	731	IN	0.0
270778	730	BR	0.0
204102	730	RU	0.0
264387	730	BR	0.0
44100	730	BG	0.02
270476	730	BR	0.0
702	730	IT	0.0
41517	730	RU	0.0
204766	730	PL	0.0
48541	730	RU	0.0
7656	730	TW	0.0
49665	730	RU	0.0
265573	729	MX	0.0
29628	729	RO	0.01
53357	729	US	0.0
49	729	US	0.0
19604	729	US	0.0
22283	729	US	0.0
198179	729	UA	0.0
26674	729	US	0.0
7735	729	US	0.0
15711	729	ES	0.0
1236	729	US	0.0
46759	729	US	0.0
30187	729	US	0.0
136128	729	ID	0.0
28429	729	MX	0.0
203098	729	US	0.0
133843	728	ID	0.0
265304	727	BR	0.0
55446	727	IN	0.0
263293	727	BR	0.0
45810	727	MY	0.0
264279	727	BR	0.0
270955	727	BR	0.0
52201	726	RU	0.0
2	726	RU	0.0
30721	726	RU	0.0
13192	726	RU	0.0
52326	726	AR	0.0
60856	726	RU	0.0
49038	725	UA	0.0
134739	725	SG	0.02
393922	725	US	0.0
397092	725	US	0.0
3828	725	US	0.0
136808	725	BD	0.0
10310	725	US	0.0
34970	724	FR	0.0
267165	724	BR	0.0
58812	724	MY	0.0
267109	724	BR	0.0
209617	724	CY	0.08
206736	723	PL	0.0
266782	723	PY	0.02
39744	723	ES	0.0
45649	723	IN	0.0
51060	723	PL	0.0
55470	723	IN	0.0
35758	722	CY	0.08
206751	722	GE	0.03
47645	722	RU	0.0
49476	722	RU	0.0
61396	722	RU	0.0
45808	722	MY	0.0
42767	722	RU	0.0
200327	722	RU	0.0
198947	722	RU	0.0
15026	721	US	0.0
63450	721	US	0.0
62064	721	US	0.0
28967	721	TR	0.0
393620	721	US	0.0
206952	721	IT	0.0
271135	721	BR	0.0
25712	721	US	0.0
21922	721	US	0.0
36427	721	US	0.0
56729	720	RO	0.01
133290	720	IN	0.0
39180	719	FR	0.0
267643	718	BR	0.0
267990	718	BR	0.0
204912	718	TR	0.0
208851	718	IT	0.0
264461	718	BR	0.0
57144	718	IT	0.0
270950	718	BR	0.0
43297	717	RU	0.0
18862	717	US	0.0
16948	717	US	0.0
26633	717	US	0.0
12069	717	US	0.0
7843	717	US	0.0
10685	717	US	0.0
11296	717	US	0.0
22909	717	US	0.0
12338	716	SV	0.03
38125	716	KR	0.0
60781	716	IL	0.01
44175	716	PL	0.0
34604	716	PL	0.0
1217	715	SG	0.01
49020	715	LB	0.02
44077	715	BG	0.02
31495	715	IT	0.0
269232	715	BR	0.0
267635	715	BR	0.0
23653	715	FR	0.0
47233	715	FR	0.0
63882	714	ID	0.0
49411	713	RU	0.0
21756	713	AR	0.0
13926	713	US	0.0
12999	713	RU	0.0
393337	713	US	0.0
395967	713	US	0.0
394648	713	US	0.0
197844	713	PL	0.0
22935	713	US	0.0
42560	713	SI	0.05
27363	713	US	0.0
19273	713	US	0.0
268441	712	BR	0.0
197805	712	AM	0.05
266778	712	AR	0.0
59170	712	IN	0.0
270914	712	BR	0.0
10897	712	BR	0.0
197575	711	UA	0.0
201441	711	LU	0.13
197136	710	PL	0.0
203545	710	ES	0.0
62989	709	US	0.0
1289	709	US	0.0
32945	709	US	0.0
268426	709	BR	0.0
19589	709	US	0.0
19631	709	US	0.0
3058	709	RU	0.0
11481	709	US	0.0
9206	709	RU	0.0
41895	709	RU	0.0
18515	709	US	0.0
395688	709	US	0.0
12052	709	US	0.0
22711	709	US	0.0
29457	709	US	0.0
44444	707	CO	0.0
19366	706	US	0.0
36368	706	US	0.0
6453	706	ES	0.0
268787	706	BR	0.0
268876	706	BR	0.0
10357	706	US	0.0
13510	706	US	0.0
11047	706	US	0.0
395681	706	US	0.0
12067	706	US	0.0
13999	706	US	0.0
49345	705	RU	0.0
203563	705	RU	0.0
197171	705	RU	0.0
1299	705	FR	0.0
137138	705	IN	0.0
58375	703	ID	0.0
198594	703	PL	0.0
197274	703	PL	0.0
44709	703	IL	0.01
55120	702	US	0.0
397787	702	US	0.0
18438	702	US	0.0
16933	702	US	0.0
2047	702	US	0.0
2030	702	US	0.0
27422	702	US	0.0
56574	701	RU	0.0
38874	701	IN	0.0
21272	701	FR	0.0
200651	700	RO	0.01
207815	700	ES	0.0
15169	699	TR	0.0
213385	699	AZ	0.01
135450	699	ID	0.0
53355	698	US	0.0
29917	698	US	0.0
54523	698	US	0.0
139980	698	ID	0.0
2532	698	US	0.0
63289	698	US	0.0
32853	698	US	0.0
26351	698	US	0.0
42870	697	RU	0.0
136684	697	IN	0.0
205384	697	PL	0.0
49376	697	RU	0.0
12788	697	UA	0.0
38392	697	KR	0.0
264062	697	BR	0.0
264901	697	BR	0.0
135330	697	HK	0.01
266262	697	BR	0.0
270837	697	BR	0.0
7630	697	TH	0.0
269318	697	BR	0.0
57025	697	UA	0.0
133817	696	ID	0.0
4434	696	ID	0.0
134522	696	HK	0.01
33927	695	UA	0.0
52468	695	AR	0.0
15742	695	UA	0.0
23416	695	CL	0.0
13253	695	IT	0.0
26277	694	US	0.0
19568	694	US	0.0
38314	694	IN	0.0
41088	694	PL	0.0
61523	694	AR	0.0
271164	694	BR	0.0
393837	694	US	0.0
28978	694	PL	0.0
267461	694	BR	0.0
269371	694	BR	0.0
270715	694	BR	0.0
135424	694	US	0.0
32229	694	US	0.0
395789	694	US	0.0
4459	694	US	0.0
19063	694	US	0.0
22390	694	US	0.0
131221	694	TH	0.0
49147	693	BG	0.02
58439	693	MN	0.06
39615	693	TR	0.0
24314	693	MY	0.0
203835	693	ES	0.0
44479	692	RU	0.0
9122	692	RU	0.0
4796	692	ID	0.0
18018	692	PH	0.0
52317	692	AR	0.0
201589	692	RU	0.0
209019	692	RU	0.0
203724	691	MX	0.0
13335	691	PT	0.01
270297	691	BR	0.0
16762	691	MX	0.0
268044	691	BR	0.0
270832	691	BR	0.0
16525	690	US	0.0
38776	690	ID	0.0
397352	690	US	0.0
267797	690	NI	0.06
26462	690	US	0.0
20293	690	US	0.0
23225	690	US	0.0
34977	690	SV	0.03
44444	690	PL	0.0
2648	690	US	0.0
6569	690	US	0.0
41763	689	RO	0.01
64022	689	HK	0.01
35359	689	IT	0.0
61593	688	BR	0.0
263147	688	BR	0.0
62422	688	RU	0.0
198345	688	LT	0.03
53186	688	BR	0.0
198213	687	SI	0.05
207492	687	GR	0.01
266905	687	AR	0.0
43744	687	UA	0.0
17153	686	US	0.0
397093	686	US	0.0
10968	686	US	0.0
38391	686	KR	0.0
54968	686	US	0.0
133006	686	IN	0.0
55083	686	US	0.0
397377	686	US	0.0
267690	686	AR	0.0
38468	686	IN	0.0
44160	686	IT	0.0
398232	686	US	0.0
64026	685	ID	0.0
265580	685	MX	0.0
39505	684	GR	0.01
51562	684	RU	0.0
203724	684	CL	0.0
201293	684	GR	0.01
11340	684	CL	0.0
45121	684	MY	0.0
39303	684	RU	0.0
141038	684	BD	0.0
44957	683	IT	0.0
27668	683	CO	0.0
266819	683	AR	0.0
27855	683	CO	0.0
29256	683	TR	0.0
198499	683	QA	0.03
49594	683	FR	0.0
59156	683	ID	0.0
36548	682	US	0.0
29955	682	US	0.0
262781	682	BR	0.0
55938	682	TH	0.0
54531	682	US	0.0
262477	682	BR	0.0
41678	682	IE	0.02
265970	682	BR	0.0
22056	682	US	0.0
7968	682	US	0.0
270937	682	BR	0.0
22163	682	US	0.0
202722	682	MD	0.04
54869	682	US	0.0
23122	682	US	0.0
52233	682	US	0.0
270411	682	BR	0.0
266852	682	CL	0.0
15169	682	EG	0.0
394017	682	US	0.0
27659	682	CL	0.0
396509	682	US	0.0
132955	682	IN	0.0
40526	682	US	0.0
19265	682	US	0.0
266768	681	AR	0.0
60725	681	CO	0.0
43417	680	TR	0.0
60136	680	AL	0.04
21294	680	RO	0.01
49535	680	IT	0.0
48316	680	RU	0.0
206092	680	TW	0.0
21057	680	ES	0.0
262585	679	BR	0.0
9009	679	LU	0.12
270487	679	BR	0.0
267405	679	BR	0.0
137666	679	IN	0.0
58221	679	UA	0.0
267752	679	SV	0.03
136346	679	IN	0.0
34162	678	TR	0.0
42193	678	TR	0.0
29828	678	US	0.0
49362	678	US	0.0
394003	678	US	0.0
11131	678	US	0.0
201523	677	PT	0.01
4790	677	KR	0.0
34450	677	RO	0.01
202472	677	PL	0.0
51001	677	IT	0.0
203551	677	PL	0.0
38409	677	KR	0.0
397796	676	RU	0.0
202960	676	MD	0.03
35913	676	RU	0.0
20803	676	RU	0.0
328647	676	GH	0.01
20523	676	HU	0.01
268184	676	BR	0.0
57519	676	UA	0.0
45142	676	TH	0.0
59403	676	LT	0.03
136131	675	ID	0.0
58411	675	HK	0.01
133037	675	IN	0.0
5722	675	CO	0.0
269793	675	CL	0.0
41230	675	IE	0.02
29665	674	PL	0.0
46476	674	US	0.0
63351	674	US	0.0
62819	674	US	0.0
396320	674	US	0.0
47869	674	US	0.0
26082	674	US	0.0
208661	674	PS	0.02
54762	674	US	0.0
39794	674	PL	0.0
13433	674	US	0.0
56140	674	MY	0.0
398313	674	US	0.0
34190	674	UA	0.0
138204	673	TH	0.0
268161	673	BR	0.0
48205	672	MD	0.03
9959	672	KR	0.0
28831	671	IT	0.0
135789	671	IN	0.0
203485	671	IT	0.0
45888	671	HK	0.01
47478	671	RU	0.0
48719	671	RU	0.0
269018	670	BR	0.0
268967	670	BR	0.0
55488	670	TH	0.0
27274	670	US	0.0
36436	670	US	0.0
27553	670	US	0.0
263059	670	BR	0.0
396402	670	US	0.0
271011	670	BR	0.0
270936	670	BR	0.0
394399	670	US	0.0
18401	669	KR	0.0
204736	669	TR	0.0
140405	669	ID	0.0
265586	669	MX	0.0
204256	668	UA	0.0
64297	668	ID	0.0
139533	668	IN	0.0
50451	667	RU	0.0
53017	667	BR	0.0
135982	667	VN	0.0
17796	667	PH	0.0
56309	667	TH	0.0
268845	667	BR	0.0
9272	667	KR	0.0
264089	667	BR	0.0
264175	667	BR	0.0
29231	667	ES	0.0
136765	666	BD	0.0
32246	666	US	0.0
40229	666	US	0.0
46483	666	US	0.0
393827	666	US	0.0
28067	666	TT	0.07
53375	666	US	0.0
46895	666	US	0.0
53595	666	US	0.0
28466	666	MX	0.0
21951	666	US	0.0
267732	665	AR	0.0
39228	665	SA	0.0
29438	665	IT	0.0
29119	665	SV	0.03
23031	665	EC	0.01
13018	665	IT	0.0
198228	665	BG	0.02
204386	665	IT	0.0
196816	664	ES	0.0
132941	664	IN	0.0
269013	664	BR	0.0
55407	664	TH	0.0
263016	664	BR	0.0
52719	664	BR	0.0
136722	664	IN	0.0
198529	664	PL	0.0
198182	663	RU	0.0
264786	663	AR	0.0
201973	663	LU	0.12
52469	663	PA	0.03
34747	663	RU	0.0
197862	663	HU	0.01
8623	663	RU	0.0
47271	663	RU	0.0
6	663	AR	0.0
40414	663	PR	0.02
19329	662	US	0.0
395475	662	US	0.0
16	662	US	0.0
8522	662	GR	0.01
11509	662	US	0.0
27626	662	US	0.0
55693	662	ID	0.0
18460	662	US	0.0
16886	662	US	0.0
265161	661	BR	0.0
28586	661	BR	0.0
18197	661	TH	0.0
8654	661	UA	0.0
134639	661	ID	0.0
202316	660	IQ	0.01
51602	660	RS	0.01
27967	660	AR	0.0
139025	660	BD	0.0
200937	660	ES	0.0
24515	660	IN	0.0
132571	660	IN	0.0
267924	660	EC	0.01
133591	660	IN	0.0
57842	659	RU	0.0
12599	659	TR	0.0
51824	659	UA	0.0
56578	659	RU	0.0
25355	659	RU	0.0
48604	659	RU	0.0
39740	659	RU	0.0
29128	659	RU	0.0
41606	659	IT	0.0
209078	659	RU	0.0
60942	659	RU	0.0
198643	659	RU	0.0
210137	658	US	0.0
393604	658	US	0.0
14183	658	US	0.0
14277	658	US	0.0
29906	658	US	0.0
23458	658	US	0.0
271062	658	BR	0.0
40716	658	US	0.0
54084	658	US	0.0
7063	658	BR	0.0
3354	658	US	0.0
197263	658	UA	0.0
27796	658	PA	0.03
34544	658	PL	0.0
1603	658	US	0.0
46149	658	US	0.0
262950	658	BR	0.0
39011	657	RO	0.01
137922	657	SG	0.01
60277	657	IE	0.02
44084	656	IT	0.0
136861	656	ID	0.0
17613	656	KR	0.0
44952	656	UA	0.0
56716	656	UA	0.0
206738	656	IT	0.0
270338	655	BR	0.0
395914	655	US	0.0
44425	655	RU	0.0
10700	655	US	0.0
14012	655	US	0.0
36726	655	US	0.0
22352	655	US	0.0
4246	655	US	0.0
11724	655	US	0.0
14793	655	US	0.0
15175	655	US	0.0
205998	655	RU	0.0
203703	655	RU	0.0
16526	655	US	0.0
60312	655	RU	0.0
271166	655	BR	0.0
11096	655	US	0.0
49315	655	RU	0.0
271121	655	BR	0.0
18558	655	US	0.0
267078	655	BR	0.0
14448	655	US	0.0
1251	655	BR	0.0
53292	655	US	0.0
196652	654	PL	0.0
132669	654	ID	0.0
202997	654	ES	0.0
41984	654	RO	0.01
134043	653	IN	0.0
132938	653	IN	0.0
203020	653	GR	0.01
45742	653	IN	0.0
270098	652	DO	0.01
268731	652	BR	0.0
61688	652	BR	0.0
264356	652	BR	0.0
11139	652	JM	0.05
266544	652	BR	0.0
264870	652	BR	0.0
267494	652	BR	0.0
265721	651	US	0.0
41411	651	RU	0.0
206162	651	PL	0.0
40421	651	US	0.0
33254	651	US	0.0
199809	651	RU	0.0
25807	651	US	0.0
205174	651	ES	0.0
43746	651	RU	0.0
43168	651	RU	0.0
31827	651	US	0.0
43822	651	UA	0.0
35076	651	GE	0.03
60073	651	RO	0.01
56241	651	ID	0.0
205246	651	RU	0.0
23543	651	US	0.0
23494	651	US	0.0
131380	650	VN	0.0
52459	649	AR	0.0
271098	649	BR	0.0
27740	649	EC	0.01
41583	648	UA	0.0
206241	648	PL	0.0
62101	648	RO	0.01
62279	648	RO	0.01
209301	647	IT	0.0
54323	647	US	0.0
35950	647	US	0.0
9275	647	KR	0.0
266815	647	US	0.0
9856	647	KR	0.0
266842	647	US	0.0
2644663	646	BR	0.0
202160	646	BG	0.02
270643	646	BR	0.0
263354	646	BR	0.0
42484	646	RU	0.0
56770	646	RO	0.01
38766	645	ID	0.0
28086	645	CR	0.02
140118	645	IN	0.0
9857	645	KR	0.0
4202	645	KR	0.0
269817	644	AR	0.0
209182	644	IT	0.0
14234	644	UY	0.03
29549	644	TR	0.0
57493	644	UA	0.0
38248	644	VN	0.0
267840	643	VE	0.0
42854	643	HU	0.01
8426	643	PT	0.01
21691	643	US	0.0
19236	643	US	0.0
397908	643	US	0.0
45353	643	NP	0.01
267489	643	BR	0.0
21693	643	US	0.0
12222	643	US	0.0
33484	643	US	0.0
21735	643	US	0.0
9058	642	RU	0.0
42323	642	RU	0.0
3325	642	RU	0.0
138231	642	IN	0.0
45289	641	ID	0.0
52206	641	UA	0.0
204854	641	ES	0.0
17645	641	SG	0.01
39353	641	ES	0.0
200956	641	ES	0.0
7908	640	VE	0.0
270662	640	BR	0.0
137891	640	MM	0.05
38228	640	TH	0.0
267626	640	BR	0.0
262985	640	BR	0.0
262411	640	BR	0.0
49626	640	RO	0.01
397651	639	US	0.0
14657	639	US	0.0
21975	639	US	0.0
29982	639	US	0.0
3688	639	US	0.0
203709	639	US	0.0
394289	639	US	0.0
14283	639	US	0.0
58094	638	RU	0.0
44011	638	RU	0.0
201616	638	IT	0.0
51308	638	RU	0.0
132944	638	IN	0.0
139230	638	BD	0.0
210287	638	PL	0.0
137956	638	IN	0.0
196688	638	RU	0.0
135409	637	ID	0.0
19200	637	BR	0.0
46015	637	MY	0.0
205399	637	TR	0.0
201096	637	LT	0.03
46049	636	ID	0.0
134829	635	HK	0.01
19870	635	US	0.0
11134	635	US	0.0
16681	635	US	0.0
11398	635	US	0.0
198720	635	UA	0.0
62865	635	US	0.0
202061	635	PL	0.0
38478	635	HK	0.01
32023	635	US	0.0
4977	635	US	0.0
20150	635	US	0.0
137589	634	IN	0.0
270626	634	BR	0.0
5786	634	PR	0.02
44096	634	RU	0.0
21506	634	BR	0.0
262857	634	BR	0.0
52575	634	BR	0.0
140502	634	BD	0.0
50893	634	LV	0.04
132785	634	IN	0.0
136324	634	IN	0.0
2585	634	RU	0.0
38004	633	BT	0.21
262221	632	DO	0.01
134098	632	TW	0.0
51246	632	MD	0.03
44444	632	GR	0.01
18219	632	SG	0.01
30614	631	US	0.0
271225	631	BR	0.0
14416	631	US	0.0
11302	631	US	0.0
17018	631	US	0.0
29711	631	US	0.0
267173	631	BR	0.0
13954	631	US	0.0
268861	631	BR	0.0
14858	631	US	0.0
