ASN	NumberofUsers	Country	%ofCountry
16700	40780	US	0.01
45773	40778	PK	0.11
39529	40774	RU	0.04
133997	40719	IN	0.01
16333	40692	MK	2.82
38987	40677	PL	0.15
28131	40677	BR	0.03
11550	40670	US	0.01
47702	40667	UA	0.21
38684	40665	KR	0.09
37714	40617	NG	0.04
48293	40615	RU	0.04
269616	40609	BR	0.03
15399	40609	TZ	1.27
267175	40591	BR	0.03
52913	40573	BR	0.03
269119	40564	BR	0.03
140174	40556	IN	0.01
133929	40548	CN	0.01
43966	40515	RU	0.04
262606	40453	BR	0.03
52720	40435	BR	0.03
59045	40432	CN	0.01
53087	40423	BR	0.03
262980	40420	BR	0.03
53160	40414	BR	0.03
25424	40391	CZ	0.43
262642	40372	BR	0.03
262589	40369	BR	0.03
131934	40337	JP	0.03
263671	40291	BR	0.03
24904	40285	FR	0.07
264161	40273	BR	0.03
41230	40253	GB	0.06
265290	40252	BR	0.03
263751	40243	NI	3.27
262827	40231	BR	0.03
49125	40227	UA	0.21
7782	40223	US	0.01
262715	40214	BR	0.03
29066	40211	DE	0.06
133073	40200	CN	0.01
52683	40178	BR	0.03
35378	40170	PL	0.15
262196	40167	AR	0.13
38976	40152	RU	0.04
137548	40088	BD	0.18
16097	40080	DE	0.06
134599	40054	BD	0.18
32953	40051	US	0.01
23783	40051	JP	0.03
59162	40044	IN	0.01
53145	40001	BR	0.03
138581	40001	BD	0.18
267530	39965	BR	0.03
266418	39956	BR	0.03
29182	39927	RU	0.04
23624	39913	JP	0.03
269104	39869	BR	0.03
30873	39868	RU	0.04
134139	39863	AU	0.19
4785	39850	JP	0.03
262599	39836	BR	0.03
53093	39798	BR	0.03
139195	39691	IN	0.01
137098	39669	IN	0.01
34610	39661	SE	0.42
266058	39657	BR	0.03
40545	39631	US	0.01
138388	39626	NP	0.77
28642	39615	BR	0.03
52928	39609	BR	0.03
52631	39606	BR	0.03
263569	39606	BR	0.03
132932	39602	IN	0.01
134562	39589	BD	0.18
269827	39558	VE	0.21
134928	39554	IN	0.01
61304	39546	AZ	0.65
51669	39493	RU	0.04
22080	39492	AR	0.13
265475	39489	BR	0.03
12208	39478	US	0.01
38193	39389	PK	0.11
265989	39331	BR	0.03
7477	39320	AU	0.18
16342	39318	PL	0.14
37049	39315	ZA	0.13
202699	39310	IQ	0.75
28683	39300	BJ	5.98
265377	39289	BR	0.03
53078	39247	BR	0.03
133685	39227	IN	0.01
32233	39190	CA	0.12
25921	39172	US	0.01
198605	39162	CZ	0.42
42673	39151	PL	0.14
60781	39118	NL	0.24
2200	39005	FR	0.07
197423	38941	RS	0.83
50625	38906	PL	0.14
45845	38892	NP	0.76
138320	38858	BD	0.18
393552	38823	US	0.01
265194	38819	BR	0.03
52525	38780	BR	0.03
52693	38753	BR	0.03
267307	38750	BR	0.03
50596	38746	RU	0.04
56995	38737	PS	1.2
13825	38717	US	0.01
4515	38697	HK	0.7
53195	38693	BR	0.03
393238	38674	US	0.01
262387	38666	BR	0.03
265130	38639	BR	0.03
53813	38616	JP	0.03
55341	38615	IN	0.01
262607	38577	BR	0.03
43235	38570	RU	0.04
269733	38569	CL	0.27
38109	38530	KR	0.09
267242	38529	BR	0.03
34458	38493	LB	0.83
35004	38493	UA	0.2
140317	38485	CN	0.01
52689	38451	BR	0.03
266269	38439	BR	0.03
42893	38416	RU	0.04
40317	38407	US	0.01
13585	38398	AR	0.12
42183	38378	LB	0.83
133226	38362	IN	0.01
39493	38357	RU	0.04
265135	38331	BR	0.03
135724	38307	IN	0.01
36493	38285	CA	0.12
38614	38266	BD	0.17
133107	38223	CN	0.01
52761	38209	BR	0.03
8075	38194	KR	0.09
4817	38180	SG	0.79
49048	38174	RU	0.04
8818	38146	GL	99.94
31115	38139	IT	0.1
37584	38134	SS	1.69
267947	38128	BR	0.03
43720	38099	RU	0.04
23465	38062	US	0.01
9488	38038	KR	0.09
14928	38007	US	0.01
58243	37986	DE	0.05
3246	37970	SE	0.41
328479	37962	KE	0.16
64063	37956	BD	0.17
6768	37939	UA	0.2
43201	37932	RU	0.04
9937	37875	PK	0.1
15389	37842	FO	77.39
18282	37817	JP	0.03
11594	37780	US	0.01
262187	37757	AR	0.12
269539	37748	BR	0.03
136167	37729	CN	0.01
49824	37728	UA	0.2
28142	37706	BR	0.03
27729	37702	SV	1.53
267594	37700	BR	0.03
37333	37687	ZA	0.13
28219	37664	BR	0.03
137048	37654	BD	0.17
55960	37642	CN	0.01
264800	37641	AR	0.12
25274	37610	HU	0.49
6315	37599	US	0.01
49392	37594	RU	0.04
58321	37557	PL	0.14
3855	37528	BM	63.32
50257	37527	RU	0.04
267055	37526	BR	0.03
24413	37525	CN	0.01
9009	37521	SE	0.4
265741	37518	AR	0.12
30836	37477	HU	0.48
264223	37457	BR	0.03
54858	37450	US	0.01
53217	37433	BR	0.03
9600	37425	JP	0.03
58691	37401	BD	0.17
137132	37397	IN	0.01
13335	37387	PL	0.14
53435	37387	US	0.01
52597	37362	BR	0.03
58906	37349	IN	0.01
263025	37344	BR	0.03
267296	37335	BR	0.03
135300	37324	MM	2.75
133278	37316	IN	0.01
53152	37296	BR	0.03
18121	37245	JP	0.03
7941	37231	US	0.01
12033	37215	US	0.01
262461	37212	BR	0.03
205368	37210	AM	2.54
263421	37191	BR	0.03
53123	37146	BR	0.03
28432	37138	MX	0.06
35804	37102	UA	0.19
25933	37083	BR	0.03
136634	37075	IN	0.01
263645	37065	BR	0.03
28409	37048	MX	0.06
266302	37029	BR	0.03
266356	37003	BR	0.03
262748	36955	BR	0.03
19016	36879	CA	0.11
36817	36804	CA	0.11
52771	36796	BR	0.03
53121	36790	BR	0.03
136224	36783	BD	0.17
24342	36772	BD	0.17
267398	36766	BR	0.03
263347	36739	BR	0.03
48327	36730	RU	0.04
52898	36715	BR	0.03
16433	36685	US	0.01
395662	36666	US	0.01
138965	36630	PH	0.08
262590	36625	BR	0.03
39087	36617	RU	0.04
37219	36608	KE	0.16
61317	36564	DE	0.05
203561	36564	UA	0.19
263574	36530	BR	0.03
268925	36515	BR	0.03
51018	36509	IQ	0.7
132774	36473	IN	0.01
136712	36432	IN	0.01
49368	36416	RU	0.04
34525	36411	PL	0.13
37209	36406	NG	0.04
52981	36404	BR	0.03
28080	36379	AR	0.12
7049	36365	AR	0.12
15397	36349	ME	9.31
204457	36326	TR	0.08
28360	36305	BR	0.03
38026	36290	BD	0.16
53142	36260	BR	0.03
198279	36239	AL	1.96
15836	36238	MD	1.88
6700	36237	RS	0.77
396982	36216	GB	0.06
48323	36215	UA	0.19
38794	36142	TH	0.12
30873	36129	MD	1.87
395354	36105	US	0.01
52726	36096	BR	0.03
28667	36063	BR	0.03
49403	36053	RU	0.04
39005	36017	FR	0.06
37596	36011	ZA	0.12
135257	36002	IN	0.01
11594	35938	AG	53.23
64043	35905	BD	0.16
266725	35888	AR	0.12
266188	35886	BR	0.03
42334	35884	LB	0.77
18106	35883	SG	0.74
52493	35882	AR	0.12
31042	35879	ME	9.19
41833	35862	LB	0.77
264367	35853	BR	0.03
52760	35820	BR	0.03
12695	35795	RU	0.03
262777	35740	BR	0.03
14265	35728	US	0.01
264420	35725	BR	0.03
396982	35721	JP	0.03
53181	35719	BR	0.03
61908	35713	BR	0.03
12355	35709	DE	0.05
265911	35680	BR	0.03
262296	35677	BR	0.03
40945	35675	DM	72.34
47438	35632	RU	0.03
207810	35582	AM	2.43
263097	35581	BR	0.03
6939	35550	SG	0.74
6058	35536	CA	0.11
264496	35533	BR	0.03
17809	35529	TW	0.19
53081	35524	BR	0.03
266673	35483	PY	1.09
52903	35467	BR	0.03
54665	35466	US	0.01
53169	35461	BR	0.03
31404	35396	NL	0.22
8990	35395	HU	0.46
53131	35366	BR	0.03
50673	35365	NL	0.22
265061	35360	BR	0.03
263646	35348	BR	0.03
53340	35332	US	0.01
49985	35328	CZ	0.38
39120	35309	IT	0.09
41256	35288	PL	0.13
262645	35279	BR	0.03
27879	35277	AR	0.11
53045	35264	BR	0.03
44265	35252	RU	0.03
25180	35234	GB	0.06
134866	35230	IN	0.01
267590	35204	BR	0.02
136429	35200	BD	0.16
6758	35195	MC	96.9
15321	35184	CA	0.11
41435	35182	UA	0.18
262569	35180	BR	0.02
9876	35180	NZ	0.82
269003	35174	BR	0.02
27751	35147	AR	0.11
52977	35141	BR	0.02
35467	35095	NL	0.22
45763	35078	AU	0.16
264997	35075	BR	0.02
41096	35074	UA	0.18
264444	35051	BR	0.02
13189	35045	SE	0.37
267466	35042	BR	0.02
43656	35029	UA	0.18
264477	35027	BR	0.02
267305	35024	BR	0.02
262988	35012	BR	0.02
38091	35012	KR	0.08
22799	35011	CA	0.11
26292	34999	US	0.01
47241	34993	RU	0.03
61665	34968	BR	0.02
36790	34967	US	0.01
264265	34947	BR	0.02
264830	34937	AR	0.11
56330	34914	RU	0.03
28124	34872	BR	0.02
262420	34833	BR	0.02
262932	34755	AR	0.11
31313	34736	RO	0.31
52687	34731	BR	0.02
36924	34729	CG	8.4
20723	34707	CZ	0.37
24852	34704	LT	1.57
200154	34674	AZ	0.57
43317	34668	RU	0.03
62235	34640	ES	0.09
28292	34638	BR	0.02
263484	34623	BR	0.02
8075	34609	AU	0.16
138576	34599	US	0.01
139735	34513	BD	0.16
37280	34505	NG	0.04
262470	34456	BR	0.02
61466	34451	CL	0.24
135744	34428	IN	0.01
262336	34405	BR	0.02
37204	34403	US	0.01
16276	34403	AU	0.16
267373	34372	BR	0.02
58821	34362	ID	0.06
263297	34339	BR	0.02
26727	34308	US	0.01
265369	34303	BR	0.02
61633	34303	BR	0.02
266348	34288	BR	0.02
64075	34276	BD	0.15
38285	34228	AU	0.16
267470	34201	BR	0.02
15493	34200	RU	0.03
133680	34191	IN	0.01
263152	34187	BR	0.02
9781	34162	KR	0.08
48006	34148	UA	0.18
35271	34138	RU	0.03
53122	34118	BR	0.02
52468	34097	HN	1.66
9905	34040	ID	0.06
267163	34037	BR	0.02
51653	34011	SK	0.76
134180	34010	BD	0.15
38370	33979	CN	0.0
50643	33976	UA	0.18
50231	33916	PL	0.12
204196	33914	NL	0.21
38800	33909	WS	58.85
266410	33890	BR	0.02
265400	33884	BR	0.02
21559	33866	PR	1.12
31399	33860	DE	0.05
264562	33845	BR	0.02
38713	33831	PK	0.09
263629	33818	BR	0.02
266809	33786	VE	0.18
36881	33782	AO	0.47
24559	33779	MN	3.0
28361	33777	BR	0.02
12231	33767	US	0.01
59125	33757	JP	0.03
47452	33745	UZ	0.2
3339	33743	ES	0.09
264847	33729	HN	1.64
265197	33720	BR	0.02
42487	33717	FR	0.06
35132	33713	NO	0.64
266233	33675	BR	0.02
2611	33667	BE	0.33
52468	33602	SV	1.36
28153	33591	BR	0.02
39862	33591	UA	0.17
40993	33574	RU	0.03
396253	33563	US	0.01
18274	33555	JP	0.03
22616	33553	CA	0.1
266428	33552	BR	0.02
9009	33532	NO	0.63
47759	33524	RU	0.03
50245	33517	NL	0.21
55685	33502	ID	0.06
42947	33473	ES	0.09
36864	33463	ML	1.4
137403	33457	BD	0.15
17222	33453	BR	0.02
714	33445	US	0.01
263534	33423	BR	0.02
37385	33419	NE	6.92
134055	33404	IN	0.01
53271	33394	US	0.01
45536	33393	IN	0.01
201476	33390	CZ	0.36
60068	33388	DE	0.05
268608	33346	BR	0.02
327826	33337	ZA	0.11
327996	33302	ZA	0.11
38571	33300	IN	0.01
52043	33278	RU	0.03
15763	33275	DE	0.05
3549	33250	BR	0.02
47394	33238	AL	1.8
26794	33222	US	0.01
56709	33219	PL	0.12
134006	33211	IN	0.01
201884	33191	AM	2.26
21859	33191	US	0.01
268873	33169	BR	0.02
27715	33145	BR	0.02
2711	33124	US	0.01
36915	33119	KE	0.14
2828	33096	US	0.01
1955	33095	HU	0.43
267345	33064	BR	0.02
53236	33037	BR	0.02
138474	33011	BD	0.15
262537	32995	BR	0.02
265823	32981	AR	0.11
264259	32966	BR	0.02
197524	32961	DE	0.05
268512	32948	BR	0.02
268121	32879	BR	0.02
21599	32874	PA	1.73
262517	32867	BR	0.02
262634	32858	BR	0.02
135632	32843	PK	0.09
135654	32839	BD	0.15
132173	32810	AF	1.3
262549	32798	BR	0.02
36905	32797	CM	0.72
136286	32791	IN	0.01
265019	32789	BR	0.02
267124	32780	BR	0.02
196742	32777	RU	0.03
201838	32750	GB	0.05
38669	32734	KR	0.07
135037	32731	BD	0.15
22616	32720	BR	0.02
14434	32711	VI	57.73
52323	32703	AR	0.1
7385	32685	US	0.01
265312	32684	BR	0.02
264758	32673	AR	0.1
32097	32665	US	0.01
267420	32645	BR	0.02
17480	32638	NC	16.5
50563	32634	ES	0.09
14677	32626	US	0.01
47169	32625	HU	0.42
47771	32617	BG	0.8
9183	32612	DE	0.04
29125	32610	RU	0.03
31608	32604	PL	0.12
62423	32577	RU	0.03
138089	32572	ID	0.06
267458	32568	BR	0.02
47433	32568	RU	0.03
53165	32541	BR	0.02
264768	32519	AR	0.1
17608	32505	KR	0.07
24255	32491	JP	0.03
58563	32468	CN	0.0
21310	32451	UA	0.17
21782	32437	US	0.01
137080	32426	NP	0.63
264750	32424	DO	0.57
35032	32397	RU	0.03
265897	32394	BR	0.02
28438	32380	MX	0.05
24249	32296	JP	0.03
28708	32283	FR	0.06
267237	32262	BR	0.02
263917	32256	BR	0.02
131178	32244	ZA	0.11
52637	32238	BR	0.02
206119	32228	TR	0.07
134000	32216	IN	0.01
23404	32214	US	0.01
266414	32208	BR	0.02
27845	32192	CO	0.11
52988	32176	BR	0.02
264915	32173	BR	0.02
34123	32172	RU	0.03
201341	32156	GB	0.05
56634	32155	RU	0.03
42322	32138	RU	0.03
202632	32136	BA	1.49
43148	32134	RU	0.03
53764	32116	PR	1.06
53175	32101	BR	0.02
15011	32100	US	0.01
35394	32089	ES	0.08
61588	32071	BR	0.02
49984	32036	UA	0.17
8075	32030	SG	0.66
52655	32026	BR	0.02
263467	31987	BR	0.02
50767	31978	PL	0.12
266312	31951	BR	0.02
61937	31948	BR	0.02
52768	31927	BR	0.02
265705	31924	PE	0.24
7684	31909	JP	0.03
35238	31904	FR	0.06
21230	31900	BG	0.78
205439	31892	RU	0.03
62887	31873	US	0.01
43708	31868	CZ	0.34
52812	31834	BR	0.02
265484	31819	BR	0.02
16509	31805	KR	0.07
22457	31801	CA	0.1
61817	31798	BR	0.02
265217	31795	BR	0.02
21211	31793	LT	1.44
50071	31792	RU	0.03
264589	31792	BR	0.02
31939	31763	US	0.01
37605	31759	NG	0.03
23786	31719	JP	0.03
11878	31712	US	0.01
13855	31704	US	0.01
51430	31701	NL	0.2
35598	31683	RU	0.03
266492	31679	BR	0.02
37892	31676	JP	0.03
8847	31672	TJ	1.83
263805	31658	EC	0.43
263791	31653	AR	0.1
12767	31646	CZ	0.34
262632	31646	BR	0.02
21725	31641	US	0.01
139850	31623	BD	0.14
61689	31613	BR	0.02
12727	31599	FR	0.06
23679	31595	ID	0.06
396362	31590	US	0.01
137884	31526	BD	0.14
263146	31526	BR	0.02
262797	31517	BR	0.02
39785	31512	RU	0.03
35706	31511	SE	0.34
262407	31505	BR	0.02
39402	31474	LB	0.68
266965	31466	BR	0.02
266028	31463	BR	0.02
9009	31458	RU	0.03
268430	31454	BR	0.02
265636	31442	CR	1.12
237	31441	US	0.01
52363	31427	AR	0.1
61893	31421	BR	0.02
134259	31392	IN	0.01
21243	31383	PL	0.11
46573	31363	CN	0.0
25607	31361	NI	2.55
43727	31358	RU	0.03
265144	31350	BR	0.02
132547	31344	IN	0.01
263181	31340	AR	0.1
35063	31327	PL	0.11
48940	31312	RU	0.03
8560	31296	US	0.01
139629	31288	BD	0.14
8075	31287	AT	0.44
7623	31280	KR	0.07
55967	31276	CN	0.0
58895	31269	ZA	0.1
202173	31249	RU	0.03
55900	31205	JP	0.03
62044	31199	PL	0.11
265272	31191	BR	0.02
42291	31187	RU	0.03
328061	31184	KM	50.43
7468	31160	CN	0.0
54600	31147	US	0.01
42017	31142	UZ	0.19
138454	31134	BD	0.14
42965	31129	DE	0.04
61275	31126	NO	0.59
45305	31119	ID	0.06
137109	31099	IN	0.01
39199	31094	UA	0.16
51200	31070	RU	0.03
52838	31059	BR	0.02
267564	31059	BR	0.02
327776	31052	BW	6.13
44484	31045	RU	0.03
263244	31028	AR	0.1
263252	31002	BR	0.02
17854	30996	KR	0.07
38917	30982	RU	0.03
30325	30982	US	0.01
268106	30964	BR	0.02
53147	30937	BR	0.02
60203	30931	ES	0.08
62100	30930	LB	0.67
41244	30924	UA	0.16
52654	30913	BR	0.02
36374	30861	US	0.01
56055	30859	NC	15.6
53170	30856	BR	0.02
36911	30849	NG	0.03
13807	30849	US	0.01
264832	30846	AR	0.1
135092	30820	BD	0.14
267942	30820	BR	0.02
9583	30820	IN	0.01
10175	30813	KR	0.07
27940	30802	AR	0.1
136300	30780	IN	0.01
57587	30765	RU	0.03
53347	30759	US	0.01
44941	30757	RU	0.03
47883	30740	TR	0.06
41709	30731	UA	0.16
269128	30724	BR	0.02
37254	30723	ZA	0.1
17577	30690	KR	0.07
52781	30685	BR	0.02
29031	30673	UA	0.16
36939	30652	KM	49.57
262709	30640	BR	0.02
20283	30637	US	0.01
266592	30613	BR	0.02
134922	30572	IN	0.01
395800	30563	US	0.01
209181	30563	NL	0.19
39431	30553	UA	0.16
263998	30551	BR	0.02
28376	30549	MX	0.05
26932	30544	CA	0.09
263102	30518	BR	0.02
28208	30515	BR	0.02
58519	30491	CN	0.0
13693	30476	US	0.01
50182	30460	RU	0.03
42511	30444	RU	0.03
204356	30444	LB	0.66
43118	30440	PL	0.11
13335	30406	JP	0.03
262832	30386	BR	0.02
263032	30374	BR	0.02
29238	30365	AL	1.65
9009	30352	CZ	0.32
136308	30349	IN	0.01
199551	30319	PL	0.11
58912	30318	BD	0.14
263144	30317	BR	0.02
9971	30315	KR	0.07
62874	30304	US	0.01
28538	30304	MX	0.05
138790	30256	IN	0.01
264494	30248	BR	0.02
36953	30247	ZA	0.1
30851	30240	PL	0.11
62044	30240	NL	0.19
264245	30236	BR	0.02
18024	30227	IN	0.01
28419	30217	MX	0.05
264297	30206	BR	0.02
327781	30188	ZA	0.1
266430	30179	BR	0.02
63991	30178	NP	0.59
52865	30171	BR	0.02
23966	30167	PK	0.08
395570	30152	CA	0.09
9832	30111	BD	0.14
20811	30083	IT	0.08
12312	30082	DE	0.04
263985	30075	BR	0.02
28656	30072	BR	0.02
53176	30060	BR	0.02
9230	30054	BD	0.14
266494	30051	BR	0.02
134877	30037	IN	0.01
264033	30021	BR	0.02
264524	29988	BR	0.02
267484	29979	BR	0.02
137561	29975	PK	0.08
262794	29970	BR	0.02
15638	29968	RU	0.03
262755	29937	BR	0.02
264075	29931	BR	0.02
34743	29919	UA	0.15
34892	29884	RU	0.03
45326	29847	BD	0.13
262492	29847	BR	0.02
28244	29826	BR	0.02
136237	29823	CN	0.0
137655	29822	IN	0.01
265201	29802	BR	0.02
263649	29790	BR	0.02
44512	29790	IT	0.08
50009	29784	RU	0.03
18239	29764	CN	0.0
197078	29759	RU	0.03
6772	29753	CH	0.4
559	29753	CH	0.4
11979	29751	US	0.01
4787	29750	ID	0.05
35908	29731	US	0.01
34577	29731	BG	0.73
267076	29722	BR	0.02
52993	29671	BR	0.02
42232	29655	HU	0.38
47027	29651	CA	0.09
265721	29647	DO	0.52
52433	29639	GY	9.53
265317	29632	BR	0.02
49528	29611	PL	0.11
42065	29609	RU	0.03
201250	29609	RU	0.03
48574	29608	CZ	0.32
266514	29599	BR	0.02
53209	29590	BR	0.02
138797	29573	IN	0.01
263585	29566	BR	0.02
266129	29563	BR	0.02
53171	29548	BR	0.02
53231	29545	BR	0.02
17857	29541	KR	0.07
199524	29527	FR	0.05
264111	29527	BR	0.02
30612	29500	US	0.01
262720	29497	BR	0.02
30432	29492	US	0.01
265068	29485	BR	0.02
266454	29479	BR	0.02
134968	29424	BD	0.13
262223	29420	EC	0.4
37563	29409	SO	11.13
61678	29407	BR	0.02
131915	29405	JP	0.03
61663	29380	BR	0.02
27818	29349	AR	0.09
31364	29338	RU	0.03
265688	29325	CO	0.1
11139	29323	AG	43.43
17494	29308	BD	0.13
265936	29288	BR	0.02
198193	29267	ES	0.08
263209	29246	AR	0.09
57388	29235	AL	1.58
10835	29213	US	0.01
10099	29213	HK	0.53
132933	29199	IN	0.01
10103	29187	HK	0.53
37103	29180	GH	0.34
24822	29179	HU	0.38
35916	29174	US	0.01
22051	29162	US	0.01
266914	29156	BR	0.02
264352	29144	BR	0.02
264486	29138	BR	0.02
33894	29133	RU	0.03
20771	29125	GE	1.41
131916	29119	JP	0.03
263362	29114	BR	0.02
39065	29097	UA	0.15
327794	29059	ZA	0.1
262514	29051	BR	0.02
21949	29011	CA	0.09
132323	29009	IN	0.01
48427	28998	ES	0.08
13091	28992	RS	0.61
20632	28983	RU	0.03
53072	28973	BR	0.02
35205	28965	DE	0.04
265390	28965	BR	0.02
61934	28959	BR	0.02
42277	28958	RU	0.03
15974	28908	RU	0.03
21947	28903	US	0.01
263611	28899	BR	0.02
44444	28888	US	0.01
32867	28845	US	0.01
140310	28834	CN	0.0
18429	28823	TW	0.15
18075	28823	JP	0.02
28349	28794	BR	0.02
266284	28779	BR	0.02
262215	28762	CO	0.1
136514	28745	BD	0.13
52195	28724	PL	0.1
22408	28688	US	0.01
265261	28671	BR	0.02
35000	28670	RU	0.03
16229	28669	CY	3.34
37211	28663	SD	0.26
136009	28642	BD	0.13
58405	28642	IN	0.01
52630	28626	BR	0.02
264984	28614	BR	0.02
26919	28601	US	0.01
262611	28558	BR	0.02
209046	28541	GE	1.38
51214	28532	RU	0.03
7575	28527	AU	0.13
64300	28510	ID	0.05
199833	28507	RU	0.03
263608	28501	BR	0.02
43242	28493	CY	3.32
52967	28489	BR	0.02
12042	28468	US	0.01
52398	28457	SR	11.76
136030	28441	PK	0.08
266453	28408	BR	0.02
28066	28346	AR	0.09
264952	28342	BR	0.02
43038	28290	RU	0.03
3225	28290	KW	0.83
327872	28286	ZA	0.09
19515	28279	CA	0.09
199634	28273	RU	0.03
50771	28261	RU	0.03
18245	28253	CN	0.0
57101	28253	PL	0.1
135735	28248	IN	0.01
133752	28247	HK	0.51
202279	28246	UA	0.15
37088	28235	NG	0.03
135810	28234	IN	0.01
4983	28233	US	0.01
136480	28232	MM	2.08
37002	28229	FR	0.05
264239	28216	BR	0.02
42148	28215	RU	0.03
21032	28206	DE	0.04
264959	28204	BR	0.02
31724	28198	RU	0.03
18134	28198	JP	0.02
264646	28197	CO	0.1
53222	28183	BR	0.02
262668	28165	BR	0.02
52873	28162	BR	0.02
264369	28154	BR	0.02
133989	28148	IN	0.01
57534	28140	RU	0.03
7011	28127	US	0.01
262566	28121	BR	0.02
7743	28115	US	0.01
37184	28099	ZW	0.78
267869	28093	CO	0.1
17539	28078	PK	0.08
41496	28060	RO	0.25
263929	28031	BR	0.02
61003	28030	TR	0.06
49505	28019	RU	0.03
9370	28013	JP	0.02
41929	28002	RU	0.03
27264	28001	US	0.01
61923	27962	BR	0.02
133384	27949	MM	2.06
50837	27948	IE	0.71
197722	27946	ES	0.07
328198	27946	UG	0.32
12989	27946	US	0.01
52279	27942	AR	0.09
210162	27924	IQ	0.53
26133	27923	US	0.01
137522	27918	AU	0.13
262819	27917	BR	0.02
263656	27899	BR	0.02
262444	27887	BR	0.02
262323	27881	BR	0.02
55140	27837	US	0.01
4621	27824	TH	0.09
9697	27819	KR	0.06
52935	27800	BR	0.02
44927	27777	RU	0.03
262346	27773	BR	0.02
196740	27730	UA	0.14
134307	27710	IN	0.01
52664	27684	BR	0.02
203877	27683	RS	0.59
61751	27663	BR	0.02
59129	27643	JP	0.02
265329	27636	BR	0.02
15511	27603	LB	0.6
35518	27597	CH	0.37
61154	27595	PL	0.1
131293	27585	TH	0.09
269782	27562	VE	0.15
35549	27559	HR	0.9
54574	27554	US	0.01
52532	27543	BR	0.02
53201	27540	BR	0.02
262288	27537	BR	0.02
395954	27499	US	0.01
262880	27492	BR	0.02
32645	27487	US	0.01
35566	27480	KZ	0.27
17871	27477	KR	0.06
135777	27454	IN	0.01
4768	27444	NZ	0.64
53102	27372	BR	0.02
265691	27371	PE	0.2
133315	27369	IN	0.01
9441	27361	BD	0.12
53189	27355	BR	0.02
20911	27351	BG	0.67
264100	27349	BR	0.02
52829	27334	BR	0.02
41956	27324	LB	0.59
10352	27319	US	0.01
263926	27316	BR	0.02
11686	27283	US	0.01
25400	27277	NO	0.52
49779	27272	RU	0.03
262424	27271	BR	0.02
269279	27256	BR	0.02
135232	27246	IN	0.01
31037	27233	BG	0.67
20278	27232	US	0.01
15100	27229	US	0.01
52573	27229	BR	0.02
18859	27225	US	0.01
28854	27215	SE	0.29
30838	27202	PL	0.1
262898	27199	BR	0.02
264186	27190	BR	0.02
131686	27144	BD	0.12
206011	27117	RU	0.03
60806	27117	PL	0.1
15311	27117	CL	0.19
56264	27105	BD	0.12
138544	27075	BD	0.12
42708	27070	SE	0.29
135876	27038	IN	0.01
63691	27032	CN	0.0
267332	26992	BR	0.02
52307	26985	AR	0.09
138179	26979	PF	14.65
263390	26962	BR	0.02
31127	26939	SK	0.6
204929	26935	UA	0.14
14543	26934	US	0.01
52571	26927	BR	0.02
131927	26923	JP	0.02
136557	26914	AU	0.13
52819	26909	BR	0.02
55814	26901	IN	0.01
58096	26892	RU	0.03
12754	26882	PS	0.83
29030	26868	BG	0.66
132203	26849	HK	0.48
136395	26848	BD	0.12
44030	26846	RU	0.03
137678	26845	IN	0.01
395437	26809	US	0.01
61307	26809	EE	2.25
208708	26801	HU	0.35
9569	26797	KR	0.06
44702	26777	JO	0.58
43258	26772	UA	0.14
33647	26766	US	0.01
206666	26765	MK	1.85
45043	26739	UA	0.14
11727	26728	CA	0.08
328578	26727	KE	0.11
55853	26721	NZ	0.62
52870	26720	BR	0.02
53053	26705	BR	0.02
48212	26700	RU	0.03
137385	26690	BD	0.12
267152	26660	BR	0.02
262369	26660	BR	0.02
135019	26656	BD	0.12
57353	26644	DE	0.04
202050	26639	PL	0.1
262592	26624	BR	0.02
28038	26617	AR	0.09
61317	26597	BR	0.02
24416	26596	CN	0.0
59713	26595	RU	0.03
262285	26585	BR	0.02
48166	26583	RU	0.03
37110	26563	MZ	1.33
27792	26563	AR	0.09
41549	26562	CH	0.35
25408	26549	RU	0.03
40237	26538	US	0.01
265232	26532	BR	0.02
13099	26522	AZ	0.43
19201	26515	US	0.01
262360	26508	BR	0.02
263774	26500	AR	0.09
16509	26497	AU	0.12
263601	26493	BR	0.02
38103	26485	KR	0.06
17597	26460	KR	0.06
204151	26434	DK	0.48
262704	26421	BR	0.02
37678	26404	BW	5.21
31581	26398	HU	0.34
265566	26394	MX	0.04
51561	26383	GB	0.04
136332	26381	IN	0.01
30988	26374	NG	0.03
262535	26370	BR	0.02
269853	26366	EC	0.36
35444	26355	AL	1.43
52858	26331	BR	0.02
136795	26324	NZ	0.62
4668	26315	KR	0.06
327717	26311	UG	0.3
262734	26292	BR	0.02
18988	26284	CA	0.08
34705	26280	DK	0.47
11071	26256	US	0.01
37183	26253	ZW	0.73
205718	26246	ES	0.07
12479	26244	SV	1.06
34550	26224	RU	0.03
42514	26224	RU	0.03
3261	26210	UA	0.14
28257	26205	BR	0.02
35586	26183	UA	0.14
40020	26177	US	0.01
134697	26174	AU	0.12
44513	26158	IT	0.07
4694	26155	JP	0.02
10002	26150	JP	0.02
48882	26109	UA	0.14
33387	26107	US	0.01
12611	26068	DE	0.04
264963	26068	BR	0.02
394111	26052	US	0.01
137694	26044	CN	0.0
48503	26036	RU	0.03
265139	26020	BR	0.02
264260	26014	BR	0.02
52475	26008	AR	0.08
136215	26003	BD	0.12
