32934	215270000
714	193380000
16509	189260000
8075	128710000
13335	115790000
54113	84650000
20940	83083000
22822	62490000
16276	52460000
6939	39951000
46489	38860000
17676	36360000
6805	28500000
33891	26620000
7342	23800000
3209	22120000
31334	21840000
39386	19196000
2516	18194000
6461	16049000
3356	15188000
9498	15020000
64049	14900000
2497	14720000
328058	14000000
19679	12900000
25506	12750000
4230	12700000
8447	12600000
29990	12280000
2119	12190000
28604	12070000
15169	11140000
9002	11054000
20115	10750000
12389	10340000
6667	10322000
49544	9964000
1136	9800000
2856	9700000
5650	9680000
63293	9450000
8966	9442000
3216	9316000
4181	9235000
2635	9180000
2518	8960000
2914	8600000
4637	8544000
8473	8540000
226	8540000
38022	8400000
1267	8331400
12552	8230000
5607	7980000
41095	7933000
17511	7760000
6830	7670010
6730	7565000
15133	7490000
55391	7440000
9009	7390000
5578	7100000
5400	7041000
265950	6911000
21320	6714000
8359	6644000
12874	6380000
20485	6220000
12989	6190000
2514	5970000
36408	5951000
5410	5880000
25933	5854000
2527	5840000
6774	5802000
13285	5680000
57344	5680000
34756	5600000
328045	5600000
6327	5544000
2686	5474000
5089	5440000
36459	5410000
29314	5360000
16086	5280000
680	5230000
12189	5205000
2907	5204000
38634	5200000
2818	5180000
2603	5180000
15435	5120000
56478	5070000
4760	5040000
58453	4950000
6079	4880000
47541	4880000
15557	4810000
1547	4792000
52320	4780000
61832	4753060
1103	4750000
22356	4562000
7843	4550000
12713	4500000
15412	4468000
16591	4410000
45899	4350000
15305	4340000
13030	4230000
38082	4228000
1273	4200000
11164	4200000
18734	4200000
23620	4200000
28663	4152000
132164	4120000
5645	4110000
61955	4100000
37447	4004000
52580	4002000
270346	4000000
32098	3974000
12322	3940000
9304	3938000
35228	3920000
4556	3920000
15704	3850000
11260	3750000
46786	3720000
6507	3690000
6509	3662000
13768	3504000
3292	3460000
2510	3400000
23393	3374000
11404	3360000
37100	3305000
3265	3220000
24203	3200000
36692	3194300
9121	3180000
20880	3180000
9534	3150000
25192	3115000
12083	3090000
786	3080000
30722	3080000
39651	3051000
327693	3048000
1257	3040500
812	3010000
5588	3000000
9824	3000000
12430	3000000
62041	3000000
24785	3000000
29535	2960000
668	2940000
202276	2930000
2711	2920000
42708	2920000
14413	2902000
40356	2900000
19151	2850000
16637	2830000
7575	2828000
8717	2810000
27381	2810000
5432	2800000
6661	2800000
262206	2800000
15962	2800000
11888	2800000
23520	2780000
38091	2720000
9318	2636000
137872	2600000
3630	2560000
28368	2533000
55818	2525400
20504	2520000
15802	2520000
4739	2510000
23563	2420000
18403	2380000
23576	2380000
3255	2340000
12714	2329000
4800	2322000
35320	2310000
5378	2280000
12479	2280000
43531	2265000
34224	2255000
42525	2254000
34984	2220000
50384	2210000
9269	2207000
8529	2167000
47377	2160000
47764	2160000
26615	2160000
37271	2158000
8426	2148000
6057	2110000
9680	2090000
5713	2080210
11232	2080000
37662	2080000
264144	2060000
13760	2050000
59605	2024000
5413	2008000
15542	2000000
139023	2000000
7738	1974000
13037	1970000
23184	1950000
30517	1930000
7195	1930000
132203	1890000
1741	1880000
205216	1880000
12849	1860000
30600	1860000
2851	1850000
