32934	246540000
714	220780000
16509	215400000
8075	146620000
13335	132490000
54113	96670000
20940	94609000
22822	71060000
16276	60070000
6939	45610000
46489	44420000
17676	41380000
6805	32580000
33891	30440000
7342	27200000
3209	25180000
31334	24960000
39386	21986000
2516	20736000
6461	18344000
3356	17476000
9498	17150000
64049	17040000
2497	16650000
328058	16000000
19679	14760000
4230	14600000
8447	14400000
29990	14140000
2119	13930000
28604	13800000
25506	13230000
9002	12556000
15169	12280000
20115	12260000
12389	11670000
6667	11648000
5650	11100000
49544	11100000
2856	11050000
1136	11000000
8966	10806000
63293	10770000
3216	10634000
4181	10547000
2635	10510000
2518	10370000
2914	9800000
4637	9785000
8473	9770000
226	9760000
38022	9600000
1267	9501600
12552	9460000
5607	9120000
41095	9033000
17511	8870000
6830	8850010
6730	8686000
55391	8640000
15133	8610000
9009	8430000
5578	8080000
5400	8059000
265950	7913000
21320	7715000
8359	7516000
12874	7260000
20485	7140000
12989	7040000
2514	6850000
36408	6822000
5410	6720000
6774	6712000
2527	6690000
25933	6674000
57344	6440000
34756	6400000
328045	6400000
13285	6390000
36459	6350000
6327	6346000
5089	6260000
2686	6256000
29314	6110000
2907	6004000
16086	6000000
680	5990000
15435	5960000
56478	5950000
2818	5930000
12189	5928000
2603	5920000
38634	5900000
4760	5760000
58453	5670000
61832	5625060
6079	5560000
47541	5490000
1103	5482000
1547	5476000
15557	5470000
52320	5360000
22356	5278000
132164	5132000
15412	5112000
12713	5100000
7843	5090000
45899	5090000
15305	4930000
11164	4900000
16591	4890000
38082	4852000
13030	4850000
28663	4805000
1273	4800000
18734	4800000
23620	4800000
5645	4710000
61955	4680020
52580	4646000
32098	4626000
35228	4480000
4556	4480000
12322	4450000
9304	4376000
15704	4360000
11260	4250000
6507	4250000
46786	4220000
6509	4188000
13768	4022000
37447	4004000
270346	4000000
3292	3940000
23393	3856000
11404	3840000
12430	3820000
2510	3800000
37100	3784000
3265	3680000
36692	3640300
20880	3640000
9534	3610000
9121	3580000
25192	3577000
12083	3560000
39651	3531000
786	3520000
30722	3520000
24203	3510000
24785	3500000
1257	3480600
9824	3440000
5588	3420000
812	3410000
202276	3400000
29535	3380000
668	3360000
327693	3350000
2711	3320000
40356	3320000
14413	3318000
42708	3310000
62041	3300000
16637	3260000
19151	3250000
23520	3240000
7575	3232000
27381	3220000
5432	3200000
6661	3200000
262206	3200000
15962	3200000
11888	3200000
38091	3160000
8717	3140000
9318	3034000
137872	3000000
3630	2940000
55818	2927600
4739	2880000
20504	2880000
15802	2880000
28368	2875000
23563	2820000
4800	2768000
23576	2720000
12479	2720000
18403	2660000
12714	2656000
34224	2610000
9269	2605000
35320	2600000
3255	2600000
43531	2596000
50384	2590000
42525	2576000
34984	2540000
5378	2540000
37271	2462000
9680	2460000
8426	2458000
8529	2448000
5713	2440210
26615	2440000
47764	2430000
47377	2400000
37662	2390000
6057	2350000
11232	2340000
5413	2292000
59605	2286000
264144	2260000
7738	2256000
13760	2250000
38895	2250000
13037	2230000
23184	2230000
30517	2210000
15542	2200000
1741	2200000
30600	2120000
12849	2100000
132203	2100000
109	2081000
12200	2080000
7029	2080000
40788	2080000
31500	2072000
2851	2060000
205216	2060000
34867	2040000
4766	2030000
22646	2030000
7155	2020000
3327	2010000
52941	2000000
139023	2000000
702	1992600
31027	1990000
53180	1990000
9505	1976000
13489	1970000
3741	1969300
9050	1960000
7195	1950000
4648	1940000
197595	1940000
46450	1940000
4134	1930000
3491	1926000
2828	1920000
23881	1920000
58073	1920000
393565	1920000
8657	1910000
13445	1897000
36089	1890000
2116	1856000
38880	1856000
6128	1840000
18081	1820000
31655	1800000
6768	1800000
396253	1765000
4713	1760000
293	1760000
200981	1760000
11269	1760000
28580	1754000
62887	1750000
23473	1715000
48237	1712500
4761	1712000
64050	1700000
7545	1682000
6614	1680000
14630	1658000
262503	1648000
2852	1640000
40428	1640000
10474	1632000
50304	1630000
3601	1600000
33362	1600000
58682	1600000
49378	1600000
47605	1596000
43727	1590000
28146	1580000
197790	1560000
17451	1555000
28126	1540000
28343	1535000
25180	1532000
2906	1530000
196925	1520000
55900	1520000
17072	1520000
15600	1510000
61449	1510000
4685	1500000
132825	1500000
28260	1490000
30094	1488000
15224	1484000
14282	1483000
30844	1476000
10026	1475840
9930	1470000
14868	1468000
13170	1466000
53013	1460000
9723	1440000
10143	1440000
39608	1440000
2559	1440000
21245	1430000
137922	1430000
16904	1420000
18705	1410000
62955	1410000
6697	1410000
17639	1403000
34218	1400000
24748	1400000
267056	1400000
47582	1400000
44050	1398000
29119	1380000
27471	1368000
7552	1350000
31939	1350000
200455	1350000
38883	1341000
4773	1340000
24115	1340000
52871	1340000
11686	1330000
8455	1330000
9231	1318000
25358	1313000
30781	1307000
53766	1302000
2611	1300000
35407	1300000
263903	1300000
20943	1300000
6465	1300000
202425	1300000
17559	1296000
39326	1294000
22689	1292800
28158	1291000
35753	1290000
52925	1290000
9354	1286000
26415	1286000
262355	1285000
7795	1280000
39202	1280000
33915	1280000
10030	1280000
766	1280000
6866	1280000
62	1280000
54183	1280000
54312	1280000
27715	1280000
63221	1280000
201641	1280000
59027	1280000
52840	1270000
28338	1260000
262740	1250000
4651	1250000
8781	1241000
9116	1240000
36062	1240000
8220	1236000
12353	1230000
21976	1230000
54133	1220000
61400	1220000
18106	1207000
2110	1200000
19009	1200000
101	1200000
38622	1190000
33132	1190000
262287	1180020
6908	1180000
9595	1180000
7473	1170000
53162	1168000
2860	1160000
263297	1160000
263327	1152000
266470	1151928
6412	1146000
5603	1140000
5009	1140000
263073	1140000
30081	1140000
58507	1134000
26801	1130000
200020	1125000
852	1120000
29550	1120000
577	1120000
18121	1120000
13124	1120000
3786	1120000
25512	1120000
38790	1120000
8095	1120000
23404	1110000
27475	1110000
23148	1100000
39832	1100000
4258	1100000
43332	1100000
28598	1100000
45158	1095000
62904	1090000
15830	1085000
5483	1080000
26162	1072000
1680	1070000
703	1064000
24940	1060000
43205	1060000
8632	1056000
25885	1040000
12392	1040000
33438	1040000
28716	1036000
9500	1020000
24033	1020000
30990	1020000
