32934	169460000
714	151740000
16509	147240000
8075	99100000
13335	90130000
54113	65190000
20940	64094000
22822	48350000
16276	41710000
6939	31328000
46489	30460000
17676	28610000
6805	22520000
33891	20910000
7342	18700000
3209	17330000
31334	17160000
39386	15028000
2516	13981000
6461	12643000
25506	12310000
9498	11700000
64049	11650000
3356	11570000
2497	11410000
328058	11000000
19679	10140000
4230	10080000
8447	9900000
2119	9580000
29990	9360000
28604	9320000
15169	8820000
9002	8611000
20115	8480000
12389	8010000
6667	7983000
1136	7800000
5650	7630000
2856	7550000
63293	7450000
8966	7448000
49544	7325000
3216	7289000
4181	7261000
2635	7170000
2518	7010000
12552	6850000
4637	6798000
2914	6740000
8473	6710000
226	6710000
38022	6600000
1267	6541100
55391	6330000
5607	6270000
41095	6233000
6830	6210010
17511	6090000
6730	5954000
15133	5840000
9009	5790000
5400	5560000
5578	5540000
265950	5409000
21320	5253000
12989	5110000
8359	5076000
12874	4950000
20485	4880000
36408	4754000
2514	4650000
5410	4620000
6774	4586000
2527	4580000
25933	4510000
5089	4410000
34756	4400000
328045	4400000
6327	4381000
57344	4360000
2686	4301000
13285	4260000
16086	4220000
36459	4220000
29314	4180000
680	4145000
61832	4141040
12189	4132000
2907	4103000
38634	4100000
2603	4070000
2818	4030000
56478	4030000
15435	4000000
4760	3960000
58453	3900000
6079	3830000
1547	3762000
52320	3760000
15557	3750000
1103	3706000
47541	3660000
7843	3640000
45899	3520000
15412	3507000
12713	3500000
22356	3463000
15305	3330000
13030	3320000
11164	3310000
38082	3302000
1273	3300000
18734	3300000
16591	3300000
23620	3300000
61955	3230000
5645	3200000
32098	3141000
52580	3138000
28663	3137000
132164	3096000
12322	3080000
35228	3080000
4556	3080000
15704	3040000
37447	3003000
6507	2980000
46786	2920000
6509	2883000
9304	2878000
13768	2763000
11260	2740000
12430	2660000
23393	2651000
3292	2640000
11404	2640000
2510	2600000
24203	2590000
37100	2561000
202276	2550000
3265	2530000
36692	2516200
20880	2500000
24785	2500000
39651	2450000
327693	2436000
25192	2432000
12083	2430000
786	2420000
30722	2420000
9534	2410000
62041	2400000
1257	2390400
9824	2390000
9121	2380000
5588	2350000
16637	2340000
14413	2333000
29535	2330000
2711	2310000
668	2310000
40356	2280000
23520	2270000
8717	2260000
19151	2240000
42708	2240000
7575	2222000
27381	2210000
812	2200000
5432	2200000
6661	2200000
262206	2200000
15962	2200000
11888	2200000
38091	2180000
23563	2080000
9318	2064000
3630	2040000
55818	2012100
137872	2000000
270346	2000000
139023	2000000
4739	1990000
20504	1980000
15802	1980000
7195	1930000
23576	1870000
4800	1853000
3255	1840000
34224	1837500
12714	1828500
12479	1820000
28368	1791000
9269	1782000
43531	1781000
50384	1780000
42525	1771000
35320	1760000
34984	1750000
47377	1720000
18403	1700000
37271	1692000
8426	1691000
5713	1690210
37662	1660000
9680	1660000
8529	1645000
26615	1640000
47764	1620000
15542	1600000
11232	1600000
13760	1600000
6057	1590000
5413	1572000
5378	1570000
7738	1551000
59605	1551000
264144	1540000
23184	1530000
30517	1520000
1741	1490000
132203	1470000
2851	1440000
109	1438000
12200	1430000
13037	1430000
7029	1430000
40788	1430000
12849	1410000
23881	1410000
34867	1410000
31500	1402000
3327	1382000
4766	1380000
52941	1370000
22646	1370000
9505	1361000
13489	1360000
3741	1353900
4134	1350000
38895	1350000
9050	1340000
197595	1340000
702	1326100
3491	1325000
2828	1320000
31027	1320000
4648	1320000
58073	1320000
393565	1320000
396253	1314000
46450	1310000
30600	1300000
